84
-1;3;1;3;-1;0;22
1;3;1;3;-1;13;0
1;3;1;0;-1;0;13
-1;3;1;0;-1;0;6
-1;3;1;0;1;0;21
-1;3;1;1;1;0;21
-1;3;1;2;1;0;11
-1;3;1;3;1;0;15
1;3;1;3;1;0;2
1;3;2;0;-1;22;0
-1;3;2;0;-1;0;21
-1;2;2;0;-1;22;0
-1;2;2;0;1;6;2
-1;2;2;1;1;22;0
-1;2;2;1;-1;7;0
1;2;2;1;-1;0;21
1;2;2;1;1;0;21
-1;2;1;1;1;0;0
-1;2;1;1;-1;0;15
-1;2;1;0;-1;0;0
1;2;2;0;1;0;21
1;2;2;0;-1;0;21
1;2;2;3;1;0;14
-1;2;2;3;1;22;0
-1;2;2;3;-1;15;0
-1;2;2;2;1;18;0
-1;2;2;2;-1;0;0
1;2;2;2;1;0;21
1;1;2;3;1;22;0
-1;1;2;3;1;0;22
-1;1;2;3;-1;0;22
-1;1;1;3;-1;0;22
1;1;1;3;-1;7;0
-1;1;1;2;-1;1;21
1;1;1;2;-1;4;1
-1;1;2;2;-1;0;22
-1;1;2;2;1;0;21
1;1;2;2;-1;22;0
1;1;2;0;1;22;0
1;1;2;0;-1;22;0
-1;1;2;0;-1;0;21
-1;1;1;0;-1;0;22
-1;1;1;1;-1;0;34
-1;1;2;1;-1;0;24
-1;1;2;1;1;0;21
-1;2;1;2;-1;6;0
1;2;1;1;-1;10;0
1;2;1;1;1;0;22
1;2;1;0;1;0;21
-1;3;2;0;1;0;22
1;3;2;1;-1;21;0
1;3;2;1;1;22;0
1;0;2;1;-1;0;22
1;0;2;1;1;0;22
1;3;2;0;1;22;0
-1;3;2;1;1;0;21
-1;3;2;1;-1;0;24
-1;3;2;2;1;0;21
-1;0;2;2;1;22;0
1;0;2;2;1;0;22
1;0;2;2;-1;2;21
1;0;2;0;-1;0;20
-1;0;2;0;-1;4;0
-1;0;1;0;-1;0;15
-1;1;2;0;1;0;20
-1;2;1;3;-1;0;1
-1;2;1;0;1;13;1
1;2;2;3;-1;0;21
1;1;2;3;-1;20;0
1;0;2;3;-1;0;22
1;2;1;3;1;0;0
-1;2;1;3;1;0;21
1;3;1;2;1;15;1
1;3;2;2;1;22;0
-1;3;2;2;-1;0;20
1;3;2;2;-1;0;0
1;2;1;2;1;0;5
1;3;1;2;-1;0;0
-1;0;2;2;-1;22;0
-1;0;1;2;1;2;0
-1;0;1;2;-1;0;0
-1;0;1;1;1;0;20
-1;0;2;1;1;22;0
1;0;1;1;1;14;0
-1;0;2;1;-1;16;0
1;1;2;2;1;22;0
1;2;1;3;-1;0;21
-1;0;2;3;-1;8;0
1;0;1;3;-1;0;22
1;0;1;2;-1;1;22
-1;1;1;2;1;0;28
1;0;1;0;-1;3;1
1;3;1;1;1;0;8
-1;0;2;0;1;0;13
1;2;1;0;-1;0;8
1;3;1;1;-1;6;0
1;0;2;0;1;0;20
1;0;1;0;1;0;21
-1;0;1;0;1;7;0
1;2;1;2;-1;0;21
1;2;2;2;-1;0;22
-1;1;1;3;1;0;22
-1;1;1;1;1;0;22
-1;2;1;2;1;0;16
1;0;1;3;1;0;21
1;0;1;2;1;0;22
-1;1;1;0;1;0;1
-1;0;2;3;1;9;0
1;0;2;3;1;0;20
-1;3;2;3;1;0;22
-1;3;2;3;-1;0;22
-1;3;1;2;-1;0;22
1;0;1;1;-1;0;21
-1;0;1;3;1;4;0
1;3;2;3;-1;0;0
1;3;2;3;1;0;0
1;1;1;2;1;0;1
-1;0;1;1;-1;0;0
1;1;2;1;1;1;0
1;1;1;0;1;0;17
1;1;2;1;-1;0;0
1;1;1;1;-1;0;0
1;1;1;0;-1;0;1
-1;3;1;1;-1;0;22
1;3;1;0;1;0;1
1;1;1;3;1;0;0
-1;0;1;3;-1;0;4
1;1;1;1;1;0;0
-1;3;2;0;0;0;21
-1;3;1;0;0;0;6
-1;3;1;3;0;0;2
-1;0;1;2;0;0;3
-1;0;2;2;0;5;0
1;0;2;2;0;0;21
1;0;2;3;0;0;21
1;2;2;0;0;0;22
1;3;2;0;0;2;0
-1;3;2;3;0;0;20
-1;0;2;3;0;0;0
-1;2;2;0;0;1;0
1;3;2;3;0;0;0
