40
-1;3;1;3;-1;0;24
-1;3;1;1;1;0;20
1;3;1;1;1;0;0
1;3;1;3;-1;0;0
1;3;1;0;-1;2;0
-1;3;1;0;-1;1;22
-1;3;1;1;-1;0;22
-1;3;1;2;1;17;1
-1;3;2;2;1;0;22
1;3;2;2;1;22;0
-1;3;2;1;1;0;22
-1;0;2;1;1;18;1
1;0;2;1;1;2;22
1;0;2;1;-1;0;22
1;0;2;2;-1;0;20
1;3;2;2;-1;14;0
-1;3;2;2;-1;0;22
-1;3;1;2;-1;0;32
-1;3;2;1;-1;0;20
-1;3;2;0;-1;0;22
-1;3;2;0;1;0;22
1;3;2;0;-1;14;0
1;3;2;0;1;22;0
-1;3;1;0;1;1;26
1;3;1;1;-1;0;4
1;3;1;2;-1;9;0
1;3;1;2;1;3;0
-1;0;2;1;-1;21;0
1;0;1;1;1;17;3
1;0;2;0;1;0;20
1;2;2;0;-1;1;20
1;2;2;1;-1;0;28
1;2;2;1;1;0;22
-1;2;2;1;1;13;0
-1;2;2;1;-1;9;1
-1;2;2;2;-1;6;0
-1;2;2;2;1;10;0
-1;2;2;0;-1;21;0
1;2;2;2;1;0;24
1;2;2;3;-1;0;20
-1;2;2;3;-1;13;0
1;2;2;2;-1;0;33
1;2;1;2;-1;0;20
1;2;1;1;-1;0;22
1;2;1;1;1;0;20
1;3;2;1;-1;12;0
-1;0;2;2;-1;23;1
-1;0;2;2;1;23;3
-1;0;1;2;-1;0;1
1;0;1;2;-1;0;11
-1;0;1;3;-1;2;38
1;0;1;3;-1;0;1
1;0;1;0;1;0;20
1;3;1;0;1;7;0
-1;2;2;0;1;21;0
-1;2;2;3;1;21;0
1;2;2;0;1;1;21
1;2;2;3;1;0;20
1;1;2;3;1;20;1
1;1;2;3;-1;15;0
-1;1;2;3;-1;1;22
-1;1;2;2;-1;0;22
1;1;2;2;-1;21;0
1;0;2;2;1;0;22
1;3;2;1;1;22;0
1;3;2;3;1;8;0
-1;3;2;3;1;0;22
-1;3;2;3;-1;0;23
1;1;2;0;1;1;6
1;1;2;0;-1;13;0
1;0;2;3;-1;1;0
-1;0;2;3;1;21;2
-1;1;2;3;1;2;22
-1;1;2;0;1;0;20
-1;2;1;2;-1;3;0
-1;3;1;3;1;0;18
1;0;2;3;1;0;20
-1;0;1;1;1;0;4
-1;0;1;1;-1;6;0
1;0;1;1;-1;0;31
-1;0;2;3;-1;20;0
-1;0;2;0;1;0;0
-1;2;1;3;1;0;20
-1;2;1;0;1;6;0
1;2;1;0;1;0;21
1;2;1;0;-1;0;13
-1;1;2;0;-1;0;21
-1;1;1;3;1;0;21
-1;0;1;3;1;0;0
-1;0;1;0;1;6;0
1;0;1;3;1;0;32
1;0;1;2;1;0;22
1;1;2;2;1;22;0
-1;1;1;3;-1;0;21
-1;1;1;2;1;0;21
-1;1;1;2;-1;0;12
-1;0;1;2;1;7;3
1;1;1;2;1;4;0
-1;1;2;2;1;1;21
1;1;1;3;-1;0;0
1;1;1;2;-1;6;1
-1;0;2;0;-1;9;0
1;0;2;0;-1;0;22
-1;0;1;0;-1;0;2
1;0;1;0;-1;0;4
1;3;1;3;1;0;6
-1;1;1;1;-1;0;21
-1;1;2;1;-1;0;21
1;1;2;1;-1;0;0
1;1;2;1;1;0;0
1;2;1;3;1;1;0
-1;2;1;2;1;0;3
-1;2;1;1;1;0;0
1;2;1;2;1;0;7
1;3;2;3;-1;6;0
1;1;1;0;-1;0;0
-1;1;1;1;1;0;21
-1;1;1;0;1;0;0
-1;1;1;0;-1;0;17
-1;2;1;3;-1;5;0
1;2;1;3;-1;0;21
-1;1;2;1;1;0;21
-1;2;1;1;-1;0;0
-1;2;1;0;-1;0;0
1;1;1;3;1;0;0
1;1;1;1;1;0;0
1;1;1;1;-1;0;0
1;1;1;0;1;0;21
1;2;2;3;0;0;20
1;3;2;3;0;0;0
1;3;1;3;0;0;0
1;3;1;0;0;0;0
1;3;2;0;0;2;0
-1;3;2;2;0;0;22
-1;3;2;0;0;0;20
-1;3;2;3;0;0;22
-1;0;2;2;0;0;0
