14
-1;3;1;3;-1;0;16
-1;3;1;1;1;0;22
-1;3;1;2;1;1;19
1;3;1;2;1;30;0
-1;3;1;0;-1;0;21
-1;3;1;2;-1;0;34
-1;3;2;2;-1;0;34
-1;3;2;3;-1;0;32
1;3;2;3;-1;1;0
-1;3;2;0;-1;0;36
-1;3;2;0;1;0;22
-1;0;2;3;-1;2;0
1;0;2;3;-1;0;24
1;0;2;2;-1;0;20
-1;0;2;2;-1;22;1
1;0;2;2;1;0;22
1;0;1;2;1;0;21
-1;0;2;2;1;23;0
-1;0;2;3;1;17;0
-1;1;2;3;1;0;27
-1;1;2;0;1;0;34
1;1;2;0;1;3;0
1;1;2;0;-1;8;0
-1;1;2;0;-1;0;23
-1;1;2;1;-1;0;34
1;1;2;1;-1;3;0
1;0;2;1;-1;0;32
-1;0;2;1;-1;9;0
1;0;2;3;1;0;25
-1;0;1;2;1;6;0
-1;0;1;2;-1;2;0
1;0;1;3;1;0;17
-1;0;1;3;1;0;0
1;0;2;1;1;0;25
-1;0;2;1;1;18;0
1;0;2;0;-1;0;36
1;0;1;0;-1;0;13
1;0;1;3;-1;1;0
1;0;1;2;-1;2;21
-1;0;1;1;-1;4;0
1;0;1;1;-1;0;36
-1;0;1;3;-1;0;22
-1;1;2;3;-1;0;23
-1;1;2;2;-1;0;25
-1;1;2;2;1;0;23
-1;1;1;2;1;0;22
1;1;1;2;1;0;0
1;1;1;3;1;3;0
1;1;1;0;1;0;0
1;2;2;0;1;0;22
1;2;2;0;-1;0;21
-1;2;2;0;-1;19;0
1;1;2;1;1;0;0
1;0;2;0;1;0;22
1;0;1;0;1;0;30
-1;0;1;0;1;2;0
-1;1;1;3;1;0;13
-1;1;1;0;1;0;2
-1;1;1;0;-1;0;38
1;1;1;0;-1;0;0
1;1;1;2;-1;0;21
-1;1;1;3;-1;0;14
-1;2;1;0;-1;0;0
-1;2;1;3;-1;0;0
-1;2;1;2;-1;0;5
-1;2;1;2;1;2;30
-1;2;2;2;1;9;0
-1;2;2;3;1;18;0
1;2;2;3;1;1;22
1;1;2;3;1;16;0
1;1;2;2;1;10;0
1;1;2;3;-1;5;0
-1;1;1;2;-1;0;28
-1;2;2;3;-1;4;0
-1;2;1;0;1;2;0
1;2;1;0;1;0;18
1;2;1;3;1;0;21
1;2;2;1;-1;0;24
1;2;2;1;1;0;21
-1;2;2;1;1;9;0
-1;2;2;0;1;16;0
-1;3;2;1;-1;0;34
-1;3;2;1;1;0;29
1;3;1;2;-1;0;0
1;3;1;3;-1;0;0
1;3;1;0;-1;0;0
1;3;1;1;-1;11;0
-1;3;1;1;-1;0;25
1;0;1;1;1;2;0
1;3;1;0;1;0;0
1;3;2;0;1;9;0
1;3;2;2;1;8;0
1;3;2;2;-1;6;0
1;3;2;1;1;19;0
-1;3;2;2;1;0;23
-1;0;1;0;-1;0;0
-1;0;1;1;1;0;21
1;3;1;1;1;0;0
1;2;1;1;1;0;22
1;2;1;2;1;0;32
1;2;2;2;1;2;0
1;2;2;3;-1;0;22
-1;2;2;1;-1;0;0
-1;1;1;1;-1;0;22
1;1;1;1;-1;2;0
-1;3;1;0;1;0;17
1;3;2;1;-1;9;0
1;3;2;0;-1;0;0
1;2;1;2;-1;0;16
1;2;1;1;-1;0;1
1;2;1;0;-1;0;4
1;1;2;2;-1;8;0
-1;1;2;1;1;0;1
1;2;1;3;-1;0;17
-1;2;1;1;1;0;0
1;2;2;2;-1;0;18
-1;0;2;0;1;0;0
1;3;2;3;1;0;0
1;3;1;3;1;0;0
-1;3;2;3;1;0;11
1;1;1;3;-1;0;6
